0	0	1
106.006	100	63712
200.831	200	112944
301.098	300	136112
400.001	400	88328
676.95	500	30408
677.022	600	0
882.972	700	0
883.041	800	0
905.924	900	99912
1002.86	1000	92672
1104.87	1100	111496
1200.84	1200	83984
1302.86	1300	86880
1402.92	1400	72400
1500.91	1500	53576
1600.01	1600	114392
1701.88	1700	95568
1800.86	1800	89776
1900.86	1900	57920
2004	2000	68056
2102.88	2100	125976
2202.89	2200	83984
2300.86	2300	69504
2403.93	2400	99912
2502.95	2500	86880
2600.9	2600	21720
2700.96	2700	144800
2803.91	2800	85432
2902.9	2900	86880
3011.96	3000	63712
3103.98	3100	70952
3207.91	3200	127424
3300.9	3300	28960
3401.9	3400	137560
3501.9	3500	85432
3601.91	3600	75296
3703.92	3700	95568
3801.9	3800	44888
3902.98	3900	124528
4000.92	4000	83984
4272.06	4100	2896
4272.12	4200	0
4300.96	4300	98464
4402.02	4400	125976
4503.95	4500	118736
4600.94	4600	127424
4701.14	4700	110048
4808.94	4800	98464
4900.02	4900	144800
5006.07	5000	128872
5106.04	5100	128872
5203.95	5200	108600
5310.98	5300	70952
5407.1	5400	173760
5504.01	5500	124528
5609.04	5600	121632
5713	5700	130320
5800.02	5800	63712
5901.15	5900	160728
6007.96	6000	75296
6104.99	6100	178104
6201.94	6200	118736
6300.04	6300	105704
6400.05	6400	130320
6503.02	6500	128872
6600.05	6600	66608
6700.96	6700	175208
6800.03	6800	66608
6905.06	6900	173760
7003.06	7000	121632
7103.04	7100	76744
7207.09	7200	169416
7302.01	7300	91224
7401.99	7400	144800
7500.03	7500	121632
7601.08	7600	56472
7702.98	7700	238920
7809.01	7800	162176
7900.15	7900	150592
8002.03	8000	170864
8104.04	8100	179552
8200.96	8200	150592
8301.09	8300	154936
8402.02	8400	188240
8504.1	8500	165072
8601.04	8600	156384
8703.03	8700	170864
8803.02	8800	173760
8902.05	8900	153488
9004.06	9000	162176
9100.02	9100	83984
9201.01	9200	250504
9302.03	9300	165072
9402.02	9400	89776
9500.12	9500	240368
9601	9600	170864
9707.13	9700	88328
9803.08	9800	228784
9901.01	9900	179552
10000.1	10000	162176
10107.1	10100	167968
10203.2	10200	55024
10303.5	10300	276568
10431.1	10400	214304
10528.1	10500	149144
10619.1	10600	157832
10705.1	10700	150592
10806.1	10800	137560
10900.1	10900	199824
11000	11000	88328
11100	11100	202720
11200	11200	207064
11303.2	11300	209960
11400	11400	251952
11512.2	11500	269328
11600.1	11600	246160
11705.1	11700	272224
11800.1	11800	269328
11907.2	11900	266432
12008.1	12000	298288
12102.1	12100	249056
12207.1	12200	298288
12304.2	12300	152040
12531.3	12400	0
12531.3	12500	0
12739.3	12600	101360
12739.4	12700	0
12800.2	12800	351864
12901.1	12900	260640
13000.2	13000	272224
13105.2	13100	266432
13200.1	13200	278016
13302.3	13300	272224
13401.1	13400	270776
13503.2	13500	266432
13607.2	13600	280912
13700.1	13700	114392
13802.2	13800	412680
13900.1	13900	272224
14002.3	14000	272224
14101.2	14100	262088
14200.1	14200	160728
14301.1	14300	386616
14400.3	14400	269328
14500.1	14500	117288
14600.2	14600	418472
14701.2	14700	275120
14800.1	14800	266432
14901.1	14900	280912
15000.3	15000	69504
15105.2	15100	333040
15200.1	15200	105704
15303.2	15300	296840
15403.3	15400	208512
15505.1	15500	218648
15627.2	15600	247608
15719.2	15700	181000
15803.2	15800	178104
15900.2	15900	157832
16000.2	16000	257744
16103.3	16100	204168
16203.2	16200	208512
16301.3	16300	208512
16401.3	16400	115840
16500.1	16500	305528
16601.2	16600	149144
16701.2	16700	270776
16800.2	16800	208512
16900.2	16900	136112
17000.1	17000	275120
17100.2	17100	208512
17201.2	17200	133216
17302.1	17300	282360
17401.2	17400	202720
17500.2	17500	205616
17601.3	17600	136112
17703.3	17700	282360
17801.2	17800	202720
17900.2	17900	189688
18003.3	18000	0
18100.2	18100	432952
18201.3	18200	205616
18300.2	18300	205616
18400.2	18400	208512
18500.2	18500	234576
18600.2	18600	251952
18706.3	18700	283808
18802.2	18800	262088
18902.2	18900	272224
19001.3	19000	257744
19100.2	19100	244712
19200.2	19200	306976
19300.3	19300	266432
19401.2	19400	269328
19500.2	19500	269328
19600.2	19600	127424
19700.2	19700	409784
19800.4	19800	275120
19900.2	19900	263536
20000.2	20000	273672
20101.2	20100	272224
20200.4	20200	263536
20301.2	20300	275120
20400.3	20400	114392
20500.2	20500	425712
20601.3	20600	269328
20700.2	20700	269328
20822.3	20800	327248
20917.3	20900	256296
21008.3	21000	243264
21105.2	21100	267880
21201.3	21200	172312
21300.3	21300	347520
21400.2	21400	270776
21500.2	21500	207064
21600.3	21600	333040
21700.2	21700	275120
21800.3	21800	260640
21900.2	21900	275120
22001.3	22000	272224
22101.2	22100	278016
22200.3	22200	98464
22302.3	22300	221544
22400.3	22400	276568
22500.3	22500	102808
22606.3	22600	324352
22700.2	22700	205616
22800.3	22800	83984
22900.3	22900	322904
23000.3	23000	211408
23100.5	23100	136112
23200.1	23200	276568
23301.3	23300	208512
23400.3	23400	196928
23501.3	23500	215752
23601.3	23600	208512
23701.3	23700	205616
23800.4	23800	205616
23902.3	23900	208512
24000.3	24000	208512
24100.3	24100	85432
24200.3	24200	322904
24301.3	24300	211408
24401.5	24400	115840
24500.3	24500	293944
24604.3	24600	208512
24701.4	24700	167968
24807.4	24800	253400
24900.4	24900	196928
25000.4	25000	201272
25101.4	25100	209960
25202.4	25200	205616
25304.4	25300	211408
25402.4	25400	120184
25500.4	25500	289600
25601.4	25600	211408
25700.4	25700	237472
